Gene stable ID	Chromosome/scaffold name	Gene start (bp)
ENSG00000240347	7	80318253
ENSG00000243549	18	62650308
ENSG00000206907	9	111839828
ENSG00000281311	17	64146337
ENSG00000200211	13	95336106
ENSG00000264060	17	77396984
ENSG00000275107	17	44207771
ENSG00000274111	17	17813480
ENSG00000222973	9	2162763
ENSG00000244501	5	170866835
ENSG00000241552	5	18547312
ENSG00000212304	20	49280683
ENSG00000202195	2	52297995
ENSG00000199645	5	74779309
ENSG00000207996	17	59151136
ENSG00000202111	5	140718925
ENSG00000274172	14	105621116
ENSG00000202351	6	13547704
ENSG00000252260	18	77863464
ENSG00000207948	16	67202321
ENSG00000206908	6	53219261
ENSG00000201085	4	188121531
ENSG00000212302	14	22756761
ENSG00000267195	17	2050271
ENSG00000284152	12	57512688
ENSG00000265005	16	26025237
ENSG00000275574	CHR_HSCHR17_1_CTG5	46833127
ENSG00000251913	22	42569147
ENSG00000199381	13	72881108
ENSG00000252913	4	48932755
ENSG00000206806	11	40351564
ENSG00000238680	18	66946116
ENSG00000273778	14	105150778
ENSG00000221060	14	69804203
ENSG00000241461	3	49083233
ENSG00000283340	1	170151378
ENSG00000207993	14	101054687
ENSG00000243125	2	223248498
ENSG00000238813	2	166123494
ENSG00000201510	15	76736641
ENSG00000201988	6	30736304
ENSG00000221788	12	79419257
ENSG00000253031	9	103689473
ENSG00000266458	1	159899979
ENSG00000252369	14	83048579
ENSG00000275399	CHR_HSCHR19LRC_LRC_S_CTG3_1	54972989
ENSG00000207495	13	69802940
ENSG00000277967	20	49280485
ENSG00000278520	12	42323700
ENSG00000263987	1	154104521
ENSG00000278794	17	1101007
ENSG00000274978	1	28648600
ENSG00000223168	16	51671236
ENSG00000206820	4	113420323
ENSG00000266041	11	65636310
ENSG00000207000	9	68935873
ENSG00000201990	7	6004283
ENSG00000206640	1	185257911
ENSG00000252854	13	46249942
ENSG00000274940	1	153689705
ENSG00000200884	5	96962656
ENSG00000265372	10	20551970
ENSG00000252952	13	23217432
ENSG00000278465	1	206474803
ENSG00000252408	19	3521248
ENSG00000238610	6	27897504
ENSG00000251990	5	17156971
ENSG00000222715	X	114763184
ENSG00000281394	1	155925958
ENSG00000207371	6	41917416
ENSG00000222092	10	29711915
ENSG00000207220	X	113949917
ENSG00000251971	2	238028971
ENSG00000253026	6	53153795
ENSG00000212595	X	151026295
ENSG00000284568	19	53787677
ENSG00000277001	5	91314716
ENSG00000265719	10	119377972
ENSG00000221028	1	201808611
ENSG00000252524	4	157064557
ENSG00000252005	1	73883714
ENSG00000199469	3	72576691
ENSG00000266738	2	19348429
ENSG00000200120	15	49137762
ENSG00000276102	11	62567011
ENSG00000265370	10	119958513
ENSG00000207116	2	200830009
ENSG00000206935	1	23162704
ENSG00000201318	14	100991919
ENSG00000238498	22	42076058
ENSG00000207923	2	47377675
ENSG00000207805	11	2134134
ENSG00000212380	15	25264510
ENSG00000206911	11	93827622
ENSG00000266570	11	79422169
ENSG00000200213	21	36066545
ENSG00000207275	10	82340771
ENSG00000277864	15	82755945
ENSG00000200406	14	100983876
ENSG00000283637	2	212926257
ENSG00000207713	12	6963699
ENSG00000264906	12	47364186
ENSG00000200686	13	78355227
ENSG00000239005	4	139436368
ENSG00000285776	X	69672479
ENSG00000252519	11	23849778
ENSG00000266887	22	48780295
ENSG00000266655	12	123536409
ENSG00000263616	8	8582352
ENSG00000278048	17	43251829
ENSG00000207719	13	99356131
ENSG00000283785	13	50049119
ENSG00000274284	17	38231043
ENSG00000222610	5	98889731
ENSG00000199075	3	37969404
ENSG00000283346	16	15134075
ENSG00000242928	5	149722070
ENSG00000206889	3	117544205
ENSG00000280554	15	66502019
ENSG00000284269	14	64785626
ENSG00000201308	2	135656477
ENSG00000252204	12	31811088
ENSG00000284078	5	86620497
ENSG00000266307	16	85306226
ENSG00000266439	16	10221775
ENSG00000207300	6	137784374
ENSG00000207761	14	101026785
ENSG00000200685	11	13686550
ENSG00000221287	5	133427596
ENSG00000201201	16	67321658
ENSG00000200471	7	54621025
ENSG00000252080	16	6748908
ENSG00000207959	14	101066724
ENSG00000207019	18	31345362
ENSG00000283795	1	192716328
ENSG00000202199	X	133238657
ENSG00000200488	2	76445079
ENSG00000284517	6	33287227
ENSG00000281159	2	130929762
ENSG00000252762	4	81928313
ENSG00000265957	18	44970082
ENSG00000275373	11	12163683
ENSG00000251875	1	179576268
ENSG00000207943	17	66787072
ENSG00000277138	7	135206994
ENSG00000200419	15	45591984
ENSG00000238862	3	52690744
ENSG00000199143	19	53788705
ENSG00000266192	11	96341438
ENSG00000200225	14	20414987
ENSG00000201097	14	92265702
ENSG00000266189	17	81451104
ENSG00000252438	10	12415928
ENSG00000212191	4	178685886
ENSG00000221442	7	147378017
ENSG00000263885	11	101519820
ENSG00000275519	19	55230885
ENSG00000275840	22	21396273
ENSG00000207797	18	35904818
ENSG00000239128	3	47250523
ENSG00000251970	Y	18833729
ENSG00000252302	3	176763233
ENSG00000283327	8	24953796
ENSG00000199570	20	14352320
ENSG00000265321	2	27996367
ENSG00000252485	2	206007880
ENSG00000265861	12	97939056
ENSG00000207970	X	50013241
ENSG00000283801	19	71973
ENSG00000200397	7	87218611
ENSG00000275523	21	39447010
ENSG00000212282	4	12312588
ENSG00000200799	6	108392073
ENSG00000201242	13	27402476
ENSG00000276319	13	44196129
ENSG00000239105	3	37573151
ENSG00000212175	2	55565703
ENSG00000264934	2	109141490
ENSG00000283958	3	186786672
ENSG00000222934	3	86362132
ENSG00000199812	3	146571477
ENSG00000283856	14	24143489
ENSG00000274934	5	136134082
ENSG00000252835	17	7906122
ENSG00000284140	22	20085746
ENSG00000239333	X	16539137
ENSG00000201492	1	229549905
ENSG00000207716	4	11368827
ENSG00000277786	CHR_HSCHR19LRC_COX1_CTG3_1	54852540
ENSG00000266449	15	76586647
ENSG00000201554	3	101458530
ENSG00000200536	1	110272484
ENSG00000212624	1	51724775
ENSG00000265213	4	98997387
ENSG00000283275	4	28819582
ENSG00000221400	10	43417249
ENSG00000274805	16	2463967
ENSG00000201659	X	47132671
ENSG00000221114	14	49684544
ENSG00000283636	2	63168600
ENSG00000253024	11	67395210
ENSG00000263361	5	154829458
ENSG00000253053	12	53816185
ENSG00000266698	4	184851013
ENSG00000257381	16	16300159
ENSG00000212316	9	75198071
ENSG00000265903	CHR_HSCHR6_MHC_COX_CTG1	30854117
ENSG00000202476	16	30453997
ENSG00000243027	15	50688900
ENSG00000276824	6	33899135
ENSG00000252815	4	55031965
ENSG00000264732	5	181222566
ENSG00000212571	20	32050588
ENSG00000242398	17	62005737
ENSG00000265669	6	132115192
ENSG00000207808	19	13836440
ENSG00000251916	6	32549940
ENSG00000200521	4	157768013
ENSG00000222800	6	27109790
ENSG00000201770	20	31581089
ENSG00000226572	20	2656939
ENSG00000284135	7	133034860
ENSG00000266287	7	7066964
ENSG00000206645	3	37093133
ENSG00000265418	2	10192614
ENSG00000202534	12	92952639
ENSG00000212533	12	31076867
ENSG00000200026	9	38147428
ENSG00000265520	8	17681578
ENSG00000202339	21	22205192
ENSG00000273833	CHR_HSCHR19LRC_LRC_T_CTG3_1	54107066
ENSG00000207704	8	123348034
ENSG00000222767	16	47313027
ENSG00000264764	2	102432289
ENSG00000202417	5	132945342
ENSG00000283522	8	95072914
ENSG00000284054	8	144262673
ENSG00000212336	6	81622200
ENSG00000239075	7	89754620
ENSG00000201516	4	176098163
ENSG00000222659	6	121580332
ENSG00000274860	17	6521131
ENSG00000283639	2	218823090
ENSG00000284459	9	95086021
ENSG00000276575	X	53195411
ENSG00000207158	20	56785981
ENSG00000201511	3	101647421
ENSG00000221574	11	10399192
ENSG00000265732	CHR_HSCHR6_MHC_QBL_CTG1	31825510
ENSG00000265841	21	18686090
ENSG00000275227	3	25618132
ENSG00000208012	X	53557192
ENSG00000207698	9	109046229
ENSG00000201078	22	37055033
ENSG00000243980	Y	12273473
ENSG00000207065	4	81334303
ENSG00000200742	14	55651534
ENSG00000265180	3	5250177
ENSG00000242241	7	128970734
ENSG00000285626	2	11561661
ENSG00000284538	X	134169538
ENSG00000263897	9	134379411
ENSG00000275789	3	52846463
ENSG00000274998	9	136726747
ENSG00000200601	1	73749517
ENSG00000207225	2	147408342
ENSG00000223013	11	75934936
ENSG00000237261	2	14530941
ENSG00000212443	12	98599635
ENSG00000262776	CHR_HSCHR12_1_CTG2_1	57977965
ENSG00000265658	X	1293918
ENSG00000265829	4	60922619
ENSG00000274792	KI270727.1	386278
ENSG00000284567	X	66018870
ENSG00000199169	4	112647874
ENSG00000275978	14	34659564
ENSG00000251961	4	170891467
ENSG00000199357	18	23456371
ENSG00000252624	16	35735625
ENSG00000202322	3	50419781
ENSG00000200761	4	4920770
ENSG00000207589	X	147236913
ENSG00000269103	20	49932795
ENSG00000279413	X	15702602
ENSG00000264105	4	159128802
ENSG00000222099	8	47068021
ENSG00000212230	1	243081156
ENSG00000207492	12	40554161
ENSG00000251895	14	84739942
ENSG00000212345	12	9624122
ENSG00000207231	4	185415973
ENSG00000206925	19	40342329
ENSG00000252072	10	73706490
ENSG00000281369	4	129041766
ENSG00000263999	11	59214406
ENSG00000278571	6	158609707
ENSG00000207182	4	146580048
ENSG00000212391	2	226968989
ENSG00000252960	9	18651147
ENSG00000201296	12	98417896
ENSG00000223302	10	110642678
ENSG00000201398	3	154007367
ENSG00000201640	4	96348734
ENSG00000221545	1	167998660
ENSG00000200227	5	151477459
ENSG00000207628	X	8126965
ENSG00000264692	CHR_HSCHR6_MHC_COX_CTG1	31392641
ENSG00000277178	CHR_HSCHR19LRC_LRC_I_CTG3_1	54069947
ENSG00000207149	1	120126974
ENSG00000266802	1	23057858
ENSG00000252866	7	128697710
ENSG00000222601	12	120504571
ENSG00000201330	6	29582249
ENSG00000221390	1	171101728
ENSG00000200184	3	192729555
ENSG00000221494	X	84225752
ENSG00000264640	CHR_HSCHR6_MHC_MANN_CTG1	32611491
ENSG00000238390	21	31664306
ENSG00000275207	1	202003124
ENSG00000276711	GL000225.1	183252
ENSG00000207590	1	220117853
ENSG00000200516	12	131801315
ENSG00000276830	1	12578957
ENSG00000264511	17	75406069
ENSG00000274056	10	98924499
ENSG00000199529	4	101723876
ENSG00000200563	2	86515204
ENSG00000202334	7	114613787
ENSG00000252833	5	76091708
ENSG00000276918	11	66374138
ENSG00000273896	CHR_HSCHR19LRC_LRC_T_CTG3_1	54190866
ENSG00000277184	7	44985378
ENSG00000278281	1	86357632
ENSG00000206638	11	72869544
ENSG00000208017	16	69933081
ENSG00000222440	X	91798093
ENSG00000280263	22	16486985
ENSG00000201500	14	100977389
ENSG00000199197	18	1323794
ENSG00000206717	6	34821445
ENSG00000281112	1	45592722
ENSG00000242565	1	153704088
ENSG00000202272	X	23782210
ENSG00000275958	20	52482801
ENSG00000264947	16	50742305
ENSG00000277428	GL000195.1	37434
ENSG00000199313	9	124887410
ENSG00000244326	5	74317986
ENSG00000212333	6	114220681
ENSG00000266676	10	129843299
ENSG00000200041	9	75181520
ENSG00000202112	8	95599114
ENSG00000212270	14	25806648
ENSG00000252505	8	33540040
ENSG00000278523	2	61928634
ENSG00000253013	4	186130021
ENSG00000264371	1	25023503
ENSG00000252433	1	67102645
ENSG00000222225	11	152999
ENSG00000242182	18	23004564
ENSG00000278123	15	25104642
ENSG00000238987	6	14156462
ENSG00000252337	5	106546665
ENSG00000278838	X	46073651
ENSG00000212433	8	10686569
ENSG00000239221	17	16191832
ENSG00000273904	10	114168156
ENSG00000286094	5	716808
ENSG00000274623	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1	54940611
ENSG00000240205	12	115717725
ENSG00000200974	4	165252580
ENSG00000206734	17	47557413
ENSG00000271798	20	2655067
ENSG00000200829	2	20480844
ENSG00000222356	9	111996635
ENSG00000199424	X	136571705
ENSG00000252845	2	96956708
ENSG00000239137	19	55167171
ENSG00000239002	12	6510222
ENSG00000222164	7	18807993
ENSG00000252561	16	3069523
ENSG00000277615	CHR_HSCHR19LRC_PGF2_CTG3_1	54138182
ENSG00000216060	X	136550878
ENSG00000201010	2	48217575
ENSG00000200753	7	20377331
ENSG00000281877	CHR_HG2058_PATCH	26529761
ENSG00000207264	10	21321961
ENSG00000200072	13	112052078
ENSG00000222932	12	101796410
ENSG00000272080	X	50014598
ENSG00000202329	1	200014689
ENSG00000201050	4	164787290
ENSG00000199204	18	34001698
ENSG00000271819	15	50347423
ENSG00000200252	15	59408905
ENSG00000283863	9	127785833
ENSG00000222210	12	57977965
ENSG00000240723	4	139100377
ENSG00000242653	7	34753424
ENSG00000215966	9	28863626
ENSG00000206954	17	48088678
ENSG00000281822	CHR_HG126_PATCH	72577040
ENSG00000274514	3	12576961
ENSG00000239942	10	67825310
ENSG00000274953	CHR_HSCHR19LRC_LRC_T_CTG3_1	54040833
ENSG00000277923	CHR_HSCHR19LRC_LRC_T_CTG3_1	54173854
ENSG00000284570	8	100702968
ENSG00000202357	19	11408772
ENSG00000252393	12	121604902
ENSG00000274662	21	25101132
ENSG00000252906	1	175968398
ENSG00000207957	X	152392219
ENSG00000204805	9	61861625
ENSG00000284288	8	93916022
ENSG00000241248	X	140085855
ENSG00000266770	19	13815062
ENSG00000221348	X	32641474
ENSG00000277613	17	90796
ENSG00000251778	21	41882205
ENSG00000199127	8	14853438
ENSG00000200594	6	154825176
ENSG00000277411	6	15522195
ENSG00000207741	7	74191198
ENSG00000266827	9	134850570
ENSG00000201931	4	177457111
ENSG00000238845	15	44843612
ENSG00000201775	4	59834063
ENSG00000264426	7	56955785
ENSG00000207403	6	121378797
ENSG00000207595	9	124692442
ENSG00000272474	14	100938187
ENSG00000277079	CHR_HSCHR19LRC_PGF2_CTG3_1	54201473
ENSG00000201255	17	30360463
ENSG00000206892	3	196784980
ENSG00000207826	8	1817231
ENSG00000272034	11	17074654
ENSG00000266610	12	100158502
ENSG00000201153	1	62298149
ENSG00000207973	7	5495819
ENSG00000252641	3	133664926
ENSG00000207960	7	157574336
ENSG00000257215	CHR_HSCHR6_MHC_MANN_CTG1	31215489
ENSG00000200656	7	45105968
ENSG00000265089	7	1844180
ENSG00000241243	5	87294189
ENSG00000277733	CHR_HSCHR19LRC_LRC_S_CTG3_1	54173854
ENSG00000206817	1	91261625
ENSG00000266525	7	67114322
ENSG00000278049	CHR_HSCHR6_MHC_MANN_CTG1	30031073
ENSG00000221394	5	179798278
ENSG00000212366	1	72717663
ENSG00000201592	X	20136306
ENSG00000200883	18	9249649
ENSG00000283237	7	30289794
ENSG00000207399	8	103384961
ENSG00000283281	4	21464700
ENSG00000238808	8	69110513
ENSG00000206938	7	156872078
ENSG00000238440	12	64355762
ENSG00000274994	5	173347455
ENSG00000263681	21	41167557
ENSG00000222533	5	181301967
ENSG00000206595	1	51382308
ENSG00000273601	CHR_HSCHR6_MHC_APD_CTG1	30028383
ENSG00000207060	5	51055353
ENSG00000278551	9	67869947
ENSG00000264703	19	54282109
ENSG00000283717	5	140563671
ENSG00000199827	2	175029769
ENSG00000267959	19	18282077
ENSG00000222397	1	181839473
ENSG00000199894	4	110433109
ENSG00000251856	5	55172262
ENSG00000201736	4	40990154
ENSG00000200986	8	47131781
ENSG00000200218	10	68846805
ENSG00000283796	17	41517164
ENSG00000264092	8	16863196
ENSG00000251815	15	25099499
ENSG00000278817	KI270734.1	131494
ENSG00000264160	22	45760524
ENSG00000278470	CHR_HSCHR15_4_CTG8	32326292
ENSG00000207097	21	13047583
ENSG00000284473	16	81385018
ENSG00000222706	5	114253513
ENSG00000207932	22	41900944
ENSG00000201287	9	37661747
ENSG00000201377	X	70396279
ENSG00000276588	19	47581023
ENSG00000266235	16	543277
ENSG00000278294	KI270442.1	217250
ENSG00000284193	20	61953546
ENSG00000242482	1	67656831
ENSG00000202341	2	237015204
ENSG00000238542	2	178831371
ENSG00000264406	15	85825635
ENSG00000277887	17	64146339
ENSG00000243488	19	14584095
ENSG00000222589	8	5910945
ENSG00000276765	13	110340958
ENSG00000266071	20	45705102
ENSG00000274484	21	7474394
ENSG00000277836	KI270728.1	1270984
ENSG00000253005	1	28142737
ENSG00000277842	2	237510931
ENSG00000274777	19	56848068
ENSG00000201441	3	196708859
ENSG00000277049	9	41237440
ENSG00000283476	12	69273157
ENSG00000278782	KI270728.1	1157687
ENSG00000274458	10	36438661
ENSG00000265420	2	86193026
ENSG00000252989	3	100646121
ENSG00000206800	13	77623372
ENSG00000252848	7	44125752
ENSG00000244404	3	25020166
ENSG00000263795	10	42997563
ENSG00000223287	21	13968489
ENSG00000207580	19	53694393
ENSG00000265926	CHR_HSCHR6_MHC_DBB_CTG1	29582205
ENSG00000266580	1	31758660
ENSG00000265663	CHR_HSCHR6_MHC_MANN_CTG1	29581840
ENSG00000252193	20	43304555
ENSG00000253065	5	168033091
ENSG00000272380	18	5840695
ENSG00000201741	17	17460444
ENSG00000278704	GL000009.2	56140
ENSG00000222148	13	49889634
ENSG00000276562	9	41578903
ENSG00000252933	19	1616492
ENSG00000285574	4	177457111
ENSG00000266124	16	535316
ENSG00000206767	1	27675603
ENSG00000273519	CHR_HSCHR19LRC_LRC_T_CTG3_1	54813162
ENSG00000199911	5	24910594
ENSG00000221638	2	75627950
ENSG00000288603	10	49954214
ENSG00000202047	10	96619376
ENSG00000206929	12	101446825
ENSG00000280249	X	134799782
ENSG00000283888	15	96333261
ENSG00000278785	15	84467901
ENSG00000221043	5	149695748
ENSG00000199790	4	41084607
ENSG00000216064	X	146001053
ENSG00000207451	1	11226254
ENSG00000200334	5	149940030
ENSG00000212410	2	157985789
ENSG00000283815	13	91350751
ENSG00000272232	9	70579163
ENSG00000242688	1	19970969
ENSG00000242547	5	64539504
ENSG00000265456	X	121370972
ENSG00000200822	2	222404985
ENSG00000284388	12	108635810
ENSG00000200823	14	100951856
ENSG00000252315	Y	17557864
ENSG00000264916	1	179900262
ENSG00000275384	CHR_HSCHR19LRC_COX2_CTG3_1	54069947
ENSG00000264846	CHR_HSCHR6_MHC_COX_CTG1	31484150
ENSG00000252022	16	76469508
ENSG00000201288	3	127240968
ENSG00000207725	X	45747015
ENSG00000251951	5	87102603
ENSG00000283803	12	54231397
ENSG00000240183	2	111930175
ENSG00000201294	20	3360036
ENSG00000265657	8	103154614
ENSG00000252166	Y	18116848
ENSG00000207198	4	41113942
ENSG00000199646	7	138876359
ENSG00000241959	7	151464650
ENSG00000200390	2	127829747
ENSG00000201021	20	43405473
ENSG00000200620	X	15716208
ENSG00000284020	11	133898504
ENSG00000199065	9	4850297
ENSG00000252199	21	9907916
ENSG00000207771	7	30289794
ENSG00000200525	8	95055214
ENSG00000201476	12	13440884
ENSG00000275917	CHR_HSCHR15_4_CTG8	30511927
ENSG00000264621	4	39411910
ENSG00000284435	11	68033897
ENSG00000284142	8	143837756
ENSG00000265740	5	171359117
ENSG00000238833	20	17209060
ENSG00000252032	1	51538625
ENSG00000201596	1	185634073
ENSG00000275586	7	148876018
ENSG00000212534	2	202276431
ENSG00000222909	10	34942969
ENSG00000221273	11	64368602
ENSG00000283206	20	63919449
ENSG00000207588	7	128081861
ENSG00000277610	1	120942600
ENSG00000277502	2	206160843
ENSG00000242719	8	42881236
ENSG00000264395	20	31607186
ENSG00000207480	4	88330176
ENSG00000222852	5	180909838
ENSG00000265201	1	243346176
ENSG00000200398	15	25213648
ENSG00000284596	7	102471469
ENSG00000201364	10	21933143
ENSG00000222412	10	31756042
ENSG00000199121	2	218402646
ENSG00000241413	12	109866214
ENSG00000265932	7	19705358
ENSG00000252718	2	60719640
ENSG00000274004	11	83386988
ENSG00000283598	1	171101739
ENSG00000277918	1	144560666
ENSG00000253073	5	83685866
ENSG00000202400	2	231460371
ENSG00000207150	15	87474183
ENSG00000283238	2	188978093
ENSG00000278278	22	20114686
ENSG00000207086	2	9615267
ENSG00000207729	1	162342546
ENSG00000264549	5	181243312
ENSG00000201867	11	34189174
ENSG00000199470	7	12700758
ENSG00000252051	1	229410500
ENSG00000207992	19	53752397
ENSG00000201680	6	31496689
ENSG00000207105	15	48995912
ENSG00000275745	16	66550457
ENSG00000266436	2	79649294
ENSG00000263381	1	44545493
ENSG00000252516	1	247204570
ENSG00000207862	19	53702737
ENSG00000244376	20	50429190
ENSG00000207462	11	118702342
ENSG00000206719	8	113950886
ENSG00000251992	18	49814133
ENSG00000207688	17	67471489
ENSG00000253048	19	42472875
ENSG00000242707	18	13715102
ENSG00000274975	1	43448539
ENSG00000274984	7	73067231
ENSG00000284065	19	35122700
ENSG00000275291	1	144523860
ENSG00000264049	17	60043025
ENSG00000243954	16	8683254
ENSG00000206827	18	22647582
ENSG00000274864	7	27099778
ENSG00000263793	1	23044305
ENSG00000207752	19	10817426
ENSG00000271765	6	136545192
ENSG00000264495	CHR_HSCHR6_MHC_MANN_CTG1	29747442
ENSG00000252692	1	206080239
ENSG00000264951	CHR_HSCHR6_MHC_MCF_CTG1	31833247
ENSG00000206721	3	120210320
ENSG00000284117	17	8144994
ENSG00000252233	4	139794125
ENSG00000207778	18	58451080
ENSG00000222111	5	175628188
ENSG00000200885	12	19724435
ENSG00000274852	9	67175775
ENSG00000284008	16	2106669
ENSG00000277475	KI270713.1	31698
ENSG00000238500	13	66630715
ENSG00000252329	11	12904817
ENSG00000207294	16	15150697
ENSG00000276859	20	58842030
ENSG00000222733	13	58527655
ENSG00000252929	7	6057500
ENSG00000264712	14	50299855
ENSG00000199348	2	168606390
ENSG00000199786	5	102131007
ENSG00000223037	4	164620732
ENSG00000202160	2	15864935
ENSG00000199349	1	206747980
ENSG00000202188	15	25227109
ENSG00000273623	7	87345082
ENSG00000207355	20	24974171
ENSG00000266545	15	20940252
ENSG00000274632	15	28703554
ENSG00000275146	11	93721542
ENSG00000199764	7	115207894
ENSG00000263964	15	28490752
ENSG00000242699	2	29681027
ENSG00000212298	12	64204793
ENSG00000199885	X	74680053
ENSG00000275219	17	43296425
ENSG00000206915	2	49233794
ENSG00000200296	12	62850738
ENSG00000207703	15	88611825
ENSG00000201913	7	100330777
ENSG00000239175	8	30043801
ENSG00000252877	10	47532352
ENSG00000252060	19	11996809
ENSG00000201432	7	36337667
ENSG00000252301	3	63545440
ENSG00000263556	5	44716193
ENSG00000201909	12	13459670
ENSG00000207561	17	68424451
ENSG00000223179	5	119007571
ENSG00000199396	1	228619232
ENSG00000263776	3	186787612
ENSG00000280908	CHR_HG2095_PATCH	17310905
ENSG00000265561	17	80098828
ENSG00000241963	5	154349428
